id,Primary Text,Guidance,isHeading,parentBinding,module,Artifact Type
19857,"
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
| Column A                                                             | Column B                                                              | Column C                                                            |
|                                                                      |                                                                       |                                                                     |
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
| Lorem ipsum dolor sit amet consectetur adipiscing elit integer       | Nibh rutrum porttitor potenti non eleifend volutpat hac vehicula      | Felis curabitur arcu malesuada purus id tellus dignissim, vitae     |
|inceptos arcu lacus, purus a etiam quam elementum fringilla magna     |enim aenean, mauris venenatis per ut nisl tempor mattis iaculis        |tristique feugiat blandit lacus.                                     |
|imperdiet placerat ut.                                                |aliquam, morbi eu velit sem class sapien facilisi donec fringilla.     |                                                                     |
|                                                                      |                                                                       |                                                                     |
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
| Nisi euismod penatibus platea ullamcorper eleifend lobortis natoque  | Pretium mauris enim felis et sodales quis pulvinar integer euismod    | Lacinia cubilia fames luctus sapien cras dapibus interdum suscipit  |
|velit, eu placerat hac auctor justo rhoncus habitasse venenatis,      |velit, facilisi dui suspendisse vel litora mi condimentum vivamus      |penatibus elementum magna duis, nibh ultrices habitant convallis     |
|volutpat arcu netus aptent litora morbi torquent.                     |lectus, feugiat scelerisque blandit hac class dignissim metus viverra  |mollis integer per urna netus ligula.                                |
|                                                                      |praesent.                                                              |                                                                     |
|                                                                      |                                                                       |                                                                     |
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
|                                                                      |                                                                       |                                                                     |
|                                                                      |                                                                       |                                                                     |
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------","","","","",Information
19839,"Lorem ipsum dolor sit amet consectetur adipiscing elit integer inceptos arcu lacus, purus a etiam quam elementum fringilla magna imperdiet placerat ut. Nibh rutrum porttitor potenti non eleifend volutpat hac vehicula enim aenean, mauris venenatis per ut nisl tempor mattis iaculis aliquam, morbi eu velit sem class sapien facilisi donec fringilla. Felis curabitur arcu malesuada purus id tellus dignissim, vitae tristique feugiat blandit lacus.
Nisi euismod penatibus platea ullamcorper eleifend lobortis natoque velit, eu placerat hac auctor justo rhoncus habitasse venenatis, volutpat arcu netus aptent litora morbi torquent. Pretium mauris enim felis et sodales quis pulvinar integer euismod velit, facilisi dui suspendisse vel litora mi condimentumvivamus lectus, feugiat scelerisque blandit hac class dignissim metus viverra praesent. Lacinia cubilia fames luctus sapien cras dapibus interdum suscipit penatibus elementum magna duis, nibh ultrices habitant convallis mollis integer per urna netus ligula.","","","","",Information
19833,Word Text Functions,"","","","",Überschrift
19850,"
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
| Column A                                                             | Column B                                                              | Column C                                                            |
|                                                                      |                                                                       |                                                                     |
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
| Lorem ipsum dolor sit amet consectetur adipiscing elit integer       | Nibh rutrum porttitor potenti non eleifend volutpat hac vehicula      | Felis curabitur arcu malesuada purus id tellus dignissim, vitae     |
|inceptos arcu lacus, purus a etiam quam elementum fringilla magna     |enim aenean, mauris venenatis per ut nisl tempor mattis iaculis        |tristique feugiat blandit lacus.                                     |
|imperdiet placerat ut.                                                |aliquam, morbi eu velit sem class sapien facilisi donec fringilla.     |                                                                     |
|                                                                      |                                                                       |                                                                     |
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
| Nisi euismod penatibus platea ullamcorper eleifend lobortis natoque  | Pretium mauris enim felis et sodales quis pulvinar integer euismod    | Lacinia cubilia fames luctus sapien cras dapibus interdum suscipit  |
|velit, eu placerat hac auctor justo rhoncus habitasse venenatis,      |velit, facilisi dui suspendisse vel litora mi condimentum vivamus      |penatibus elementum magna duis, nibh ultrices habitant convallis     |
|volutpat arcu netus aptent litora morbi torquent.                     |lectus, feugiat scelerisque blandit hac class dignissim metus viverra  |mollis integer per urna netus ligula.                                |
|                                                                      |praesent.                                                              |                                                                     |
|                                                                      |                                                                       |                                                                     |
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
|                                                                      |                                                                       |                                                                     |
|                                                                      |                                                                       |                                                                     |
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------","","","","",Information
19860,Remove Text Background Color,"","","","",Überschrift
19851,Remove Cell Background Color,"","","","",Überschrift
19831,Set Text Alignment to Left,"","","","",Überschrift
19853,"
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
| Column A                                                             | Column B                                                              | Column C                                                            |
|                                                                      |                                                                       |                                                                     |
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
| Lorem ipsum dolor sit amet consectetur adipiscing elit integer       | Nibh rutrum porttitor potenti non eleifend volutpat hac vehicula      | Felis curabitur arcu malesuada purus id tellus dignissim, vitae     |
|inceptos arcu lacus, purus a etiam quam elementum fringilla magna     |enim aenean, mauris venenatis per ut nisl tempor mattis iaculis        |tristique feugiat blandit lacus.                                     |
|imperdiet placerat ut.                                                |aliquam, morbi eu velit sem class sapien facilisi donec fringilla.     |                                                                     |
|                                                                      |                                                                       |                                                                     |
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
| Nisi euismod penatibus platea ullamcorper eleifend lobortis natoque  | Pretium mauris enim felis et sodales quis pulvinar integer euismod    | Lacinia cubilia fames luctus sapien cras dapibus interdum suscipit  |
|velit, eu placerat hac auctor justo rhoncus habitasse venenatis,      |velit, facilisi dui suspendisse vel litora mi condimentum vivamus      |penatibus elementum magna duis, nibh ultrices habitant convallis     |
|volutpat arcu netus aptent litora morbi torquent.                     |lectus, feugiat scelerisque blandit hac class dignissim metus viverra  |mollis integer per urna netus ligula.                                |
|                                                                      |praesent.                                                              |                                                                     |
|                                                                      |                                                                       |                                                                     |
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
|                                                                      |                                                                       |                                                                     |
|                                                                      |                                                                       |                                                                     |
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------","","","","",Information
19849,Default Font Size,"","","","",Überschrift
19830,"
----------------------------------------------------------------------------------------------------------------------------------------------
| Column A                                                             | Column B                                                             |
----------------------------------------------------------------------------------------------------------------------------------------------
| Lorem ipsum dolor sit amet consectetur adipiscing elit inceptos      | Potenti augue consequat facilisi auctor mi habitant libero sociis    |
|nulla suspendisse interdum magna, fusce id ac ad sodales augue class  |tincidunt aenean dignissim cursus ante senectus, dui semper lacinia   |
|tincidunt sagittis nascetur curae.                                    |blandit non ligula cum vitae commodo nascetur vulputate malesuada.    |
----------------------------------------------------------------------------------------------------------------------------------------------
| Neque nascetur lacus proin hac montes magnis condimentum mollis,     | Id nisl nascetur odio egestas, nulla mauris a cum, platea mi nullam. |
|ridiculus mus id class ut lobortis scelerisque vitae aptent, donec    |                                                                      |
|nostra pharetra morbi nunc conubia convallis.                         |                                                                      |
----------------------------------------------------------------------------------------------------------------------------------------------
|                                                                      |                                                                      |
----------------------------------------------------------------------------------------------------------------------------------------------

 ","","","","",Information
19862,Set Bordersize to DNG Default,"","","","",Überschrift
19847,"Lorem ipsum dolor sit amet consectetur adipiscing elit integer inceptos arcu lacus, purus a etiam quam elementum fringilla magna imperdiet placerat ut. 
 
Nibh rutrum porttitor potenti non eleifend volutpat hac vehicula enim aenean, mauris venenatis per ut nisl tempor mattis iaculis aliquam, morbi eu velit sem class sapien facilisi donec fringilla. Felis curabitur arcu malesuada purus id tellus dignissim, vitae tristique feugiat blandit lacus.
 
Nisi euismod penatibus platea ullamcorper eleifend lobortis natoque velit, eu placerat hac auctor justo rhoncus habitasse venenatis, volutpat arcu netus aptent litora morbi torquent. Pretium mauris enim felis et sodales quis pulvinar integer euismod velit, facilisi dui suspendisse vel litora mi condimentum vivamus lectus, feugiat scelerisque blandit hac class dignissim metus viverra praesent.
 
 Lacinia cubilia fames luctus sapien cras dapibus interdum suscipit penatibus elementum magna duis, nibh ultrices habitant convallis mollis integer per urna netus ligula.","","","","",Information
19836,Delete Empty Paragraphs,"","","","",Überschrift
19832,"
----------------------------------------------------------------------------------------------------------------------------------------------
| Column A                                                             | Column B                                                             |
----------------------------------------------------------------------------------------------------------------------------------------------
| Lorem ipsum dolor sit amet consectetur adipiscing elit inceptos      | Potenti augue consequat facilisi auctor mi habitant libero sociis    |
|nulla suspendisse interdum magna, fusce id ac ad sodales augue class  |tincidunt aenean dignissim cursus ante senectus, dui semper lacinia   |
|tincidunt sagittis nascetur curae.                                    |blandit non ligula cum vitae commodo nascetur vulputate malesuada.    |
----------------------------------------------------------------------------------------------------------------------------------------------
| Neque nascetur lacus proin hac montes magnis condimentum mollis,     | Id nisl nascetur odio egestas, nulla mauris a cum, platea mi nullam. |
|ridiculus mus id class ut lobortis scelerisque vitae aptent, donec    |                                                                      |
|nostra pharetra morbi nunc conubia convallis.                         |                                                                      |
----------------------------------------------------------------------------------------------------------------------------------------------
|                                                                      |                                                                      |
----------------------------------------------------------------------------------------------------------------------------------------------

 ","","","","",Information
19842,Set Default Font Size,"","","","",Überschrift
19845,"Lorem ipsum dolor sit amet consectetur adipiscing elit integer inceptos arcu lacus, purus a etiam quam elementum fringilla magna imperdiet placerat ut. Nibh rutrum porttitor potenti non eleifend volutpat hac vehicula enim aenean, mauris venenatis per ut nisl tempor mattis iaculis aliquam, morbi eu velit sem class sapien facilisi donec fringilla. Felis curabitur arcu malesuada purus id tellus dignissim, vitae tristique feugiat blandit lacus.
Nisi euismod penatibus platea ullamcorper eleifend lobortis natoque velit, eu placerat hac auctor justo rhoncus habitasse venenatis, volutpat arcu netus aptent litora morbi torquent. Pretium mauris enim felis et sodales quis pulvinar integer euismod velit, facilisi dui suspendisse vel litora mi condimentum vivamus lectus, feugiat scelerisque blandit hac class dignissim metus viverra praesent. Lacinia cubilia fames luctus sapien cras dapibusinterdum suscipit penatibus elementum magna duis, nibh ultrices habitant convallis mollis integer per urna netus ligula.","","","","",Information
19843,"Lorem ipsum dolor sit amet consectetur adipiscing elit integer inceptos arcu lacus, purus a etiam quam elementum fringilla magna imperdiet placerat ut. Nibh rutrum porttitor potenti non eleifend volutpat hac vehicula enim aenean, mauris venenatis per ut nisl tempor mattis iaculis aliquam, morbi eu velit sem class sapien facilisi donec fringilla. Felis curabitur arcu malesuada purus id tellus dignissim, vitae tristique feugiat blandit lacus.
Nisi euismod penatibus platea ullamcorper eleifend lobortis natoque velit, eu placerat hac auctor justo rhoncushabitasse venenatis, volutpat arcu netus aptent litora morbi torquent. Pretium mauris enim felis etsodales quis pulvinar integer euismod velit, facilisi dui suspendisse vel litora mi condimentum vivamus lectus, feugiat scelerisque blandit hac class dignissim metus viverra praesent. Lacinia cubilia fames luctus sapien cras dapibus interdum suscipit penatibus elementum magna duis, nibh ultrices habitant convallis mollis integer per urna netusligula.","","","","",Information
19828,"
----------------------------------------------------------------------------------------------------------------------------------------------
| Column A                                                             | Column B                                                             |
----------------------------------------------------------------------------------------------------------------------------------------------
| Lorem ipsum dolor sit amet consectetur adipiscing elit inceptos      | Potenti augue consequat facilisi auctor mi habitant libero sociis    |
|nulla suspendisse interdum magna, fusce id ac ad sodales augue class  |tincidunt aenean dignissim cursus ante senectus, dui semper lacinia   |
|tincidunt sagittis nascetur curae.                                    |blandit non ligula cum vitae commodo nascetur vulputate malesuada.    |
----------------------------------------------------------------------------------------------------------------------------------------------
| Neque nascetur lacus proin hac montes magnis condimentum mollis,     | Id nisl nascetur odio egestas, nulla mauris a cum, platea mi nullam. |
|ridiculus mus id class ut lobortis scelerisque vitae aptent, donec    |                                                                      |
|nostra pharetra morbi nunc conubia convallis.                         |                                                                      |
----------------------------------------------------------------------------------------------------------------------------------------------
|                                                                      |                                                                      |
----------------------------------------------------------------------------------------------------------------------------------------------

 ","","","","",Information
19865,"
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
| Column A                                                             | Column B                                                              | Column C                                                            |
|                                                                      |                                                                       |                                                                     |
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
| Lorem ipsum dolor sit amet consectetur adipiscing elit integer       | Nibh rutrum porttitor potenti non eleifend volutpat hac vehicula      | Felis curabitur arcu malesuada purus id tellus dignissim, vitae     |
|inceptos arcu lacus, purus a etiam quam elementum fringilla magna     |enim aenean, mauris venenatis per ut nisl tempor mattis iaculis        |tristique feugiat blandit lacus.                                     |
|imperdiet placerat ut.                                                |aliquam, morbi eu velit sem class sapien facilisi donec fringilla.     |                                                                     |
|                                                                      |                                                                       |                                                                     |
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
| Nisi euismod penatibus platea ullamcorper eleifend lobortis natoque  | Pretium mauris enim felis et sodales quis pulvinar integer euismod    | Lacinia cubilia fames luctus sapien cras dapibus interdum suscipit  |
|velit, eu placerat hac auctor justo rhoncus habitasse venenatis,      |velit, facilisi dui suspendisse vel litora mi condimentum vivamus      |penatibus elementum magna duis, nibh ultrices habitant convallis     |
|volutpat arcu netus aptent litora morbi torquent.                     |lectus, feugiat scelerisque blandit hac class dignissim metus viverra  |mollis integer per urna netus ligula.                                |
|                                                                      |praesent.                                                              |                                                                     |
|                                                                      |                                                                       |                                                                     |
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
|                                                                      |                                                                       |                                                                     |
|                                                                      |                                                                       |                                                                     |
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------","","","","",Information
19861,"
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
| Column A                                                             | Column B                                                              | Column C                                                            |
|                                                                      |                                                                       |                                                                     |
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
| Lorem ipsum dolor sit amet consectetur adipiscing elit integer       | Nibh rutrum porttitor potenti non eleifend volutpat hac vehicula      | Felis curabitur arcu malesuada purus id tellus dignissim, vitae     |
|inceptos arcu lacus, purus a etiam quam elementum fringilla magna     |enim aenean, mauris venenatis per ut nisl tempor mattis iaculis        |tristique feugiat blandit lacus.                                     |
|imperdiet placerat ut.                                                |aliquam, morbi eu velit sem class sapien facilisi donec fringilla.     |                                                                     |
|                                                                      |                                                                       |                                                                     |
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
| Nisi euismod penatibus platea ullamcorper eleifend lobortis natoque  | Pretium mauris enim felis et sodales quis pulvinar integer euismod    | Lacinia cubilia fames luctus sapien cras dapibus interdum suscipit  |
|velit, eu placerat hac auctor justo rhoncus habitasse venenatis,      |velit, facilisi dui suspendisse vel litora mi condimentum vivamus      |penatibus elementum magna duis, nibh ultrices habitant convallis     |
|volutpat arcu netus aptent litora morbi torquent.                     |lectus, feugiat scelerisque blandit hac class dignissim metus viverra  |mollis integer per urna netus ligula.                                |
|                                                                      |praesent.                                                              |                                                                     |
|                                                                      |                                                                       |                                                                     |
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
|                                                                      |                                                                       |                                                                     |
|                                                                      |                                                                       |                                                                     |
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------","","","","",Information
19840,Remove Background Color,"","","","",Überschrift
19856,Remove Border Color,"","","","",Überschrift
19846,Set Alignment to Justify,"","","","",Überschrift
19841,"Loremipsum dolor sit amet consectetur adipiscing elit integer inceptos arcu lacus, purus a etiam quam elementum fringilla magna imperdiet placerat ut. Nibh rutrum porttitor potenti non eleifend volutpat hac vehicula enim aenean,mauris venenatis per ut nisl tempor mattis iaculis aliquam, morbi eu velit sem class sapien facilisi donec fringilla. Felis curabitur arcu malesuada purus id tellus dignissim, vitae tristique feugiat blandit lacus.
Nisi euismod penatibus platea ullamcorper eleifend lobortis natoque velit, eu placerat hac auctor justo rhoncus habitasse venenatis, volutpat arcu netus aptent litora morbi torquent. Pretium mauris enim felis etsodales quis pulvinar integer euismod velit, facilisi dui suspendisse vel litora mi condimentum vivamus lectus, feugiat scelerisque blandit hac class dignissim metus viverra praesent. Lacinia cubilia fames luctus sapien cras dapibus interdum suscipit penatibus elementum magna duis, nibh ultrices habitantconvallis mollis integer per urna netus ligula.","","","","",Information
19837,"Lorem ipsum dolor sit amet consectetur adipiscing elit integer inceptos arcu lacus, purus a etiam quam elementum fringilla magna imperdiet placerat ut. 
 
 
Nibh rutrum porttitor potenti non eleifend volutpat hac vehicula enim aenean, mauris venenatis per ut nisl tempor mattis iaculis aliquam, morbi eu velit sem class sapien facilisi donec fringilla. Felis curabitur arcu malesuada purus id tellus dignissim, vitae tristique feugiat blandit lacus.
 
 
 
 
 
Nisi euismod penatibus platea ullamcorper eleifend lobortis natoque velit, eu placerat hac auctor justo rhoncus habitasse venenatis, volutpat arcu netus aptent litora morbi torquent. Pretium mauris enim felis et sodales quis pulvinar integer euismod velit, facilisi dui suspendisse vel litora mi condimentum vivamus lectus, feugiat scelerisque blandit hac class dignissim metus viverra praesent. 
 
 
 
Lacinia cubilia fames luctus sapien cras dapibus interdum suscipit penatibus elementum magna duis, nibh ultrices habitant convallis mollis integer per urna netus ligula.","","","","",Information
19835,"Lorem ipsum dolor sit amet consectetur adipiscing elit integer inceptos arcu lacus, purus a etiam quam elementum fringilla magna imperdiet placerat ut

    Nibh rutrum porttitor potenti non eleifend volutpat hac vehicula enim aenean, mauris venenatis per ut nisl tempor mattis iaculis aliquam, morbi eu velit sem class sapien facilisi donec fringilla. 
        Felis curabitur arcu malesuada purus id tellus dignissim, vitae tristique feugiat blandit lacus.
            Nisi euismod penatibus platea ullamcorper eleifend lobortis natoque velit, eu placerat hac auctor justo rhoncus habitasse venenatis, volutpat arcu netus aptent litora morbi torquent. 
                Pretium mauris enim felis et sodales quis pulvinar integer euismod velit, facilisi dui suspendisse vel litora mi condimentum vivamus lectus, feugiat scelerisque blandit hac class dignissim metus viverra praesent. 



    Lacinia cubilia fames luctus sapien cras dapibus interdum suscipit penatibus elementum magna duis, nibh ultrices habitant convallis mollis integer per urna netus ligula.","","","","",Information
19834,Correct Bullet List Levels,"","","","",Überschrift
19855,"
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
| Column A                                                             | Column B                                                              | Column C                                                            |
|                                                                      |                                                                       |                                                                     |
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
| Lorem ipsum dolor sit amet consectetur adipiscing elit integer       | Nibh rutrum porttitor potenti non eleifend volutpat hac vehicula      | Felis curabitur arcu malesuada purus id tellus dignissim, vitae     |
|inceptos arcu lacus, purus a etiam quam elementum fringilla magna     |enim aenean, mauris venenatis per ut nisl tempor mattis iaculis        |tristique feugiat blandit lacus.                                     |
|imperdiet placerat ut.                                                |aliquam, morbi eu velit sem class sapien facilisi donec fringilla.     |                                                                     |
|                                                                      |                                                                       |                                                                     |
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
| Nisi euismod penatibus platea ullamcorper eleifend lobortis natoque  | Pretium mauris enim felis et sodales quis pulvinar integer euismod    | Lacinia cubilia fames luctus sapien cras dapibus interdum suscipit  |
|velit, eu placerat hac auctor justo rhoncus habitasse venenatis,      |velit, facilisi dui suspendisse vel litora mi condimentum vivamus      |penatibus elementum magna duis, nibh ultrices habitant convallis     |
|volutpat arcu netus aptent litora morbi torquent.                     |lectus, feugiat scelerisque blandit hac class dignissim metus viverra  |mollis integer per urna netus ligula.                                |
|                                                                      |praesent.                                                              |                                                                     |
|                                                                      |                                                                       |                                                                     |
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
|                                                                      |                                                                       |                                                                     |
|                                                                      |                                                                       |                                                                     |
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------","","","","",Information
19852,Classic Background Color,"","","","",Überschrift
19854,Background Color with applied style in Word ,"","","","",Überschrift
19866,Referenced Documents,"","","","",Überschrift
19848,Word Table Functions,"","","","",Überschrift
19829,Set Bordersize to DNG Default,"","","","",Überschrift
19863,"
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
| Column A                                                             | Column B                                                              | Column C                                                            |
|                                                                      |                                                                       |                                                                     |
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
| Lorem ipsum dolor sit amet consectetur adipiscing elit integer       | Nibh rutrum porttitor potenti non eleifend volutpat hac vehicula      | Felis curabitur arcu malesuada purus id tellus dignissim, vitae     |
|inceptos arcu lacus, purus a etiam quam elementum fringilla magna     |enim aenean, mauris venenatis per ut nisl tempor mattis iaculis        |tristique feugiat blandit lacus.                                     |
|imperdiet placerat ut.                                                |aliquam, morbi eu velit sem class sapien facilisi donec fringilla.     |                                                                     |
|                                                                      |                                                                       |                                                                     |
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
| Nisi euismod penatibus platea ullamcorper eleifend lobortis natoque  | Pretium mauris enim felis et sodales quis pulvinar integer euismod    | Lacinia cubilia fames luctus sapien cras dapibus interdum suscipit  |
|velit, eu placerat hac auctor justo rhoncus habitasse venenatis,      |velit, facilisi dui suspendisse vel litora mi condimentum vivamus      |penatibus elementum magna duis, nibh ultrices habitant convallis     |
|volutpat arcu netus aptent litora morbi torquent.                     |lectus, feugiat scelerisque blandit hac class dignissim metus viverra  |mollis integer per urna netus ligula.                                |
|                                                                      |praesent.                                                              |                                                                     |
|                                                                      |                                                                       |                                                                     |
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
|                                                                      |                                                                       |                                                                     |
|                                                                      |                                                                       |                                                                     |
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------","","","","",Information
19864,Set Text Alignment to Left,"","","","",Überschrift
19858,Remove Text Color,"","","","",Überschrift
19808,Remove Color,"","","","",Überschrift
19807,"Lorem ipsum dolor sit amet consectetur adipiscing elit inceptos nulla suspendisse interdum magna, fusce id ac ad sodales augue class tincidunt sagittis nascetur curae.

Potenti augue consequat facilisi auctor mi habitant libero sociis tincidunt aenean dignissim cursus ante senectus, dui semper lacinia blandit non ligula cum vitae commodo nascetur vulputate malesuada. Neque nascetur lacus proin hac montes magnis condimentum mollis, ridiculus mus id class ut lobortis scelerisque vitae aptent, donec nostra pharetra morbi nunc conubia convallis.



Id nisl nascetur odio egestas, nulla mauris a cum, platea mi nullam. Donec nunc velit ad sociosqu lacinia senectus ullamcorper, vitae euismod curae urna tellus cras varius suscipit, justo eleifend condimentum dui auctor in. Gravida pretium suspendisse nullam aliquam taciti nec accumsan proin blandit, sagittis nascetur fringilla vivamus per nunc massa facilisi, himenaeos parturient nisi aliquet venenatis non placerat cras.","","","","",Information
19816,Set Alignment to Justify,"","","","",Überschrift
19811,"Lorem ipsum dolor sit amet consectetur adipiscing elit inceptos nulla suspendisse interdum magna, fusce id ac ad sodales augue class tincidunt sagittis nascetur curae.Potenti augue consequat facilisi auctor mi habitant libero sociis tincidunt aenean dignissim cursus ante senectus, dui semper lacinia blandit non ligula cum vitae commodo nascetur vulputate malesuada. Neque nascetur lacus proin hac montes magnis condimentum mollis, ridiculus mus id class ut lobortis scelerisque vitae aptent, donec nostra pharetra morbi nunc conubia convallis.
Id nisl nascetur odio egestas, nulla mauris a cum, platea mi nullam. Donec nunc velit ad sociosqu lacinia senectus ullamcorper, vitae euismod curae urna tellus cras varius suscipit, justo eleifend condimentum dui auctor in.Gravida pretium suspendisse nullam aliquam taciti nec accumsan proin blandit, sagittis nascetur fringilla vivamus per nunc massa facilisi, himenaeos parturient nisi aliquet venenatis non placerat cras.","","","","",Information
19809,"Lorem ipsum dolor sit amet consectetur adipiscing elit inceptos nulla suspendisse interdum magna, fusce id ac ad sodales augue class tincidunt sagittis nascetur curae. Potenti augue consequat facilisi auctor mi habitant libero sociis tincidunt aenean dignissim cursus ante senectus, dui semper lacinia blandit non ligula cum vitaecommodo nascetur vulputate malesuada. Neque nascetur lacus proin hac montes magnis condimentum mollis,ridiculus mus id class ut lobortis scelerisque vitae aptent, donec nostra pharetra morbi nunc conubia convallis.
Id nisl nascetur odio egestas, nulla mauris a cum,platea mi nullam. Donec nunc velit ad sociosqu lacinia senectus ullamcorper, vitae euismod curae urna tellus cras varius suscipit, justo eleifend condimentum dui auctor in. Gravida pretium suspendisse nullam aliquam taciti nec accumsan proin blandit, sagittis nascetur fringilla vivamus per nunc massa facilisi, himenaeos parturient nisi aliquet venenatis non placerat cras.","","","","",Information
19812,Set Default Font Size,"","","","",Überschrift
19810,Remove Background Color,"","","","",Überschrift
19817,"Lorem ipsum dolor sit amet consectetur adipiscing elit inceptos nulla suspendisse interdum magna, fusce id ac ad sodales augue class tincidunt sagittis nascetur curae. Potenti augue consequat facilisi auctor mi habitant libero sociis tincidunt aenean dignissim cursus ante senectus, dui semper lacinia blandit non ligula cum vitae commodo nascetur vulputate malesuada. Neque nascetur lacus proin hac montes magnis condimentum mollis, ridiculus mus id class ut lobortis scelerisque vitae aptent, donec nostra pharetra morbi nunc conubia convallis.
Id nisl nascetur odio egestas, nulla mauris a cum, platea mi nullam. Donec nunc velit ad sociosqu lacinia senectus ullamcorper, vitae euismod curae urna tellus cras varius suscipit, justo eleifend condimentum dui auctor in. Gravida pretium suspendisse nullam aliquam taciti nec accumsan proin blandit, sagittis nascetur fringilla vivamus per nunc massa facilisi, himenaeos parturient nisi aliquet venenatis non placerat cras.
Lorem ipsum dolor sit amet consectetur adipiscing elit inceptos nulla suspendisse interdum magna, fusce id ac ad sodales augue class tincidunt sagittis nascetur curae. Potenti augue consequat facilisi auctor mi habitant libero sociis tincidunt aenean dignissim cursus ante senectus, dui semper lacinia blandit non ligula cum vitae commodo nascetur vulputate malesuada. Neque nascetur lacus proin hac montes magnis condimentum mollis, ridiculus mus id class ut lobortis scelerisque vitae aptent, donec nostra pharetra morbi nunc conubia convallis.
Id nisl nascetur odio egestas, nulla mauris a cum, platea mi nullam. Donec nunc velit ad sociosqu lacinia senectus ullamcorper, vitae euismod curae urna tellus cras varius suscipit, justo eleifend condimentum dui auctor in. Gravida pretium suspendisse nullam aliquam taciti nec accumsan proin blandit, sagittis nascetur fringilla vivamus per nunc massa facilisi, himenaeos parturient nisi aliquet venenatis non placerat cras.","","","","",Information
